id, nombres, apellidos, carrera, promedio, genero_favorito, libro_favorito
957280, Rodrigo Alejandro Pardo Uribe, 3178506986, Enfermeria, 4.9, Fantasia, Cuatro
63389496, Adolin Adolin Kholin Diaz, 3103206157, Mercadeo, 2.5, Fantasia, Elantris
35724347, Santiago Haider Beifong Davar, 308293609, Sistemas, 1.9, Romance, Leal
46022128, Rodolfo Brayan Rodriguez Alvarez, 3101217214, Veterinaria, 4.3, Distopia, Leal
26393318, Adonalsium Rodolfo Diaz Silva, 3091416134, Enfermeria, 4.1, Romance, Cuatro
46094658, Brayan Rodrigo Hernandez Beifong, 3083589933, Procesos, 4.1, Fantasia, Divergente
92738456, Yu Richard Hernandez Alvarez, 3110374700, Electronica, 2.5, Drama, Elantris
33060556, Rodrigo Samuel Rodriguez Rodriguez, 3007316281, Pedagogia, 4.8, Distopia, Juramentada
46894527, Carlos Rodolfo Hernandez Robayo, 3056856673, Pedagogia, 5.0, Drama, Alone
18801480, Alejandro Andres Pardo Hernandez, 305059284, Enfermeria, 1.3, Misterio, Elantris
52111355, Adonalsium Fernando Davar Hernandez, 3118493908, Ambiental, 0.8, Romance, Caidos
57553865, Andres Brayan Kholin Medina, 3108199445, Economia, 1.2, Distopia, Mistborn
97016610, Kaladin Dalinar Alvarez Rodriguez, 3034549801, Biologia, 4.7, Fantasia, Cuatro
93017056, Rodolfo Diego Carvajal Robayo, 3034853066, Pedagogia, 0.4, Romance, Leal
79403476, Yu Andres Robayo Davar, 3082857878, Procesos, 0.8, Fantasia, Divergente
50964338, Brayan Alejandro Medina Barreto, 3048624720, Pedagogia, 4.6, Fantasia, Juramentada
8541206, Samuel Adolin Polo Kholin, 3140562530, Electronica, 3.8, Fantasia, Alone
80525436, Jose Jose Robayo Silva, 3187595370, Electronica, 1.6, Drama, Juramentada
62474039, Jose Rodolfo Polo Alvarez, 3147398797, Veterinaria, 1.8, Romance, Divergente
6756023, Johan Yu Robayo Silva, 3172696358, Enfermeria, 3.5, Romance, Alone
91245366, Yu Johan Medina Pardo, 313980524, Economia, 0.0, Romance, Mistborn
90590679, Adolin Samuel Alvarez Sato, 3022675131, Mercadeo, 4.5, Romance, Juramentada
17229713, Jose Kaladin Olarte Uribe, 3099177085, Ambiental, 4.4, Drama, Alone
34481143, Felipe Johan Rodriguez Barreto, 3118243122, Procesos, 1.5, Fantasia, Alone
57526375, Jose Rodolfo Kholin Suarez, 3162603865, Ambiental, 1.6, Misterio, Dark
65218643, Brayan Santiago Robayo Davar, 3174259387, Enfermeria, 4.3, Drama, Alone
4310480, Santiago Diego Sato Duarte, 3098666053, Mercadeo, 2.1, Distopia, Mistborn
73343153, Diego Adolin Duarte Uribe, 3014696000, Biologia, 3.7, Romance, Elantris
99126375, Fernando Samuel Alvarez Sato, 3136085782, Enfermeria, 1.5, Distopia, Cuatro
99899560, Jose Fernando Carvajal Robayo, 3155075224, Electronica, 3.0, Romance, Juramentada
41217372, Dalinar Andres Suarez Medina, 3184186063, Biologia, 0.4, Romance, Mistborn
92286273, Haider Richard Sato Sato, 3086688578, Mercadeo, 0.2, Drama, Mistborn
5279675, Haider Andres Duque Pardo, 3104201367, Mercadeo, 0.1, Drama, Leal
4442520, Adonalsium Carlos Davar Duque, 3159784195, Economia, 2.5, Romance, Leal
22969722, Diego Kaladin Alvarez Carvajal, 3082716209, Ambiental, 1.7, Drama, Alone
60225072, Santiago Diego Medina Silva, 3065256173, Pedagogia, 1.4, Fantasia, Elantris
43057518, Carlos Diego Carvajal Kholin, 3025938106, Ambiental, 1.8, Romance, Lux
68217769, Jose Adolin Duque Beifong, 3120548688, Mercadeo, 2.7, Romance, Mistborn
5271289, Diego Samuel Robayo Diaz, 3061256975, Pedagogia, 0.1, Fantasia, Leal
68532951, Diego Felipe Robayo Alvarez, 3152569342, Sistemas, 0.0, Distopia, Alone
78808398, Rodolfo Johan Diaz Carvajal, 3000346479, Economia, 2.1, Misterio, Divergente
58399335, Santiago Adolin Polo Davar, 3147484420, Economia, 3.4, Distopia, Dark
1244711, Fernando Carlos Suarez Medina, 30202687, Biologia, 1.7, Drama, Leal
22984975, Alejandro Kaladin Davar Duarte, 3062828559, Pedagogia, 1.4, Distopia, Caidos
44524058, Alejandro Kaladin Uribe Olarte, 3116815214, Mercadeo, 0.7, Drama, Caidos
7837292, Santiago Adonalsium Beifong Duque, 3068983989, Economia, 2.3, Fantasia, Lux
80452831, Santiago Johan Davar Silva, 3115362111, Electronica, 3.7, Drama, Mistborn
8052515, Andres Rodrigo Duarte Hernandez, 3171829555, Electronica, 1.6, Romance, Juramentada
10818308, Fernando Adolin Uribe Suarez, 3120519634, Veterinaria, 1.0, Drama, Elantris
22689371, Samuel Rodolfo Davar Carvajal, 3110163267, Biologia, 3.9, Misterio, Mistborn
85239680, Fernando Rodrigo Medina Rodriguez, 3027205754, Veterinaria, 0.0, Romance, Leal
5730270, Fernando Johan Duque Diaz, 3087419833, Veterinaria, 1.8, Distopia, Dark
29237688, Jose Brayan Silva Robayo, 3098404044, Pedagogia, 2.0, Fantasia, Cuatro
7667760, Rodolfo Jose Medina Carvajal, 3078064857, Procesos, 2.6, Fantasia, Divergente
27542655, Johan Yu Barreto Barreto, 3160619478, Ambiental, 3.1, Romance, Caidos
36054117, Andres Fernando Suarez Pardo, 3156014589, Sistemas, 3.2, Fantasia, Lux
8694897, Brayan Samuel Duque Polo, 3194692833, Electronica, 5.0, Distopia, Caidos
77057621, Haider Jose Davar Diaz, 3063791943, Pedagogia, 3.1, Drama, Dark
70450670, Samuel Yu Duque Barreto, 3019756369, Veterinaria, 0.5, Drama, Elantris
31766833, Fernando Diego Hernandez Davar, 3192475515, Veterinaria, 2.3, Fantasia, Divergente
92837883, Johan Kaladin Duque Duque, 3096676574, Biologia, 0.4, Romance, Caidos
491180, Yu Rodolfo Barreto Olarte, 3178911899, Mercadeo, 2.0, Romance, Caidos
14342660, Carlos Johan Pardo Duarte, 3154507104, Pedagogia, 2.0, Distopia, Lux
76744405, Felipe Santiago Rodriguez Davar, 3141492462, Procesos, 0.3, Misterio, Cuatro
87631722, Samuel Carlos Hernandez Beifong, 3031441162, Pedagogia, 4.9, Misterio, Lux
89180315, Andres Rodolfo Carvajal Polo, 3125509145, Mercadeo, 2.8, Distopia, Alone
48168797, Adolin Haider Polo Alvarez, 3093017120, Biologia, 4.7, Misterio, Alone
1722068, Carlos Adolin Robayo Carvajal, 3173431075, Veterinaria, 3.7, Romance, Mistborn
87218279, Carlos Yu Uribe Duarte, 3003852473, Veterinaria, 3.6, Distopia, Leal
44234814, Adolin Johan Davar Polo, 3127266590, Economia, 3.0, Drama, Leal
47810837, Santiago Samuel Hernandez Uribe, 3104353436, Sistemas, 5.0, Fantasia, Dark
35789612, Santiago Haider Olarte Silva, 308981981, Sistemas, 1.5, Romance, Dark
34122711, Fernando Johan Beifong Sato, 3182065777, Electronica, 2.0, Romance, Divergente
9287912, Haider Rodrigo Carvajal Sato, 3169874963, Pedagogia, 2.4, Distopia, Caidos
38110736, Rodolfo Yu Duarte Rodriguez, 3191039305, Mercadeo, 0.4, Drama, Alone
65056461, Dalinar Haider Sato Duarte, 3149772346, Sistemas, 2.5, Distopia, Mistborn
27608423, Adonalsium Richard Uribe Polo, 3154088578, Procesos, 1.1, Distopia, Juramentada
87729696, Adolin Adolin Sato Beifong, 3107767675, Enfermeria, 2.1, Romance, Elantris
66338484, Rodrigo Adolin Duarte Duque, 3118984462, Ambiental, 3.2, Romance, Caidos
6947200, Andres Santiago Olarte Beifong, 3061869781, Procesos, 3.1, Distopia, Alone
14428355, Johan Diego Davar Davar, 3092625919, Enfermeria, 4.7, Misterio, Leal
56356534, Diego Dalinar Pardo Polo, 3034137971, Ambiental, 4.5, Fantasia, Caidos
83471705, Alejandro Johan Robayo Rodriguez, 3127071599, Ambiental, 0.6, Drama, Elantris
70802985, Felipe Carlos Hernandez Hernandez, 3000536819, Electronica, 4.1, Fantasia, Divergente
1046884, Kaladin Adolin Suarez Diaz, 3159895285, Biologia, 4.1, Drama, Dark
74580093, Richard Adonalsium Sato Silva, 319976456, Enfermeria, 0.6, Fantasia, Divergente
54570598, Andres Rodrigo Barreto Duque, 316424443, Veterinaria, 2.9, Drama, Caidos
38745791, Johan Dalinar Suarez Davar, 3017658212, Sistemas, 4.5, Distopia, Dark
86461071, Rodolfo Adolin Medina Rodriguez, 3154251453, Veterinaria, 0.2, Drama, Divergente
23042010, Yu Jose Duarte Polo, 3177156028, Electronica, 2.0, Misterio, Cuatro
95425160, Brayan Jose Medina Rodriguez, 3148633584, Electronica, 3.0, Distopia, Mistborn
85153229, Yu Kaladin Robayo Hernandez, 3128737000, Economia, 4.2, Drama, Leal
37660484, Alejandro Richard Polo Davar, 3173659056, Procesos, 2.9, Distopia, Dark
77235494, Rodrigo Rodrigo Barreto Rodriguez, 3137179950, Ambiental, 0.5, Misterio, Mistborn
87651426, Carlos Rodrigo Beifong Duque, 3150567326, Economia, 4.8, Distopia, Divergente
14425928, Santiago Rodolfo Beifong Suarez, 3036409504, Enfermeria, 1.2, Fantasia, Leal
74143660, Adolin Rodolfo Kholin Pardo, 304079254, Electronica, 4.1, Misterio, Juramentada
84606606, Adolin Rodrigo Silva Barreto, 3186084390, Veterinaria, 3.5, Distopia, Elantris
79768921, Kaladin Fernando Polo Suarez, 3065079680, Mercadeo, 3.8, Romance, Dark
85605678, Alejandro Richard Kholin Suarez, 301099601, Economia, 4.8, Romance, Alone
46463592, Richard Samuel Silva Pardo, 3171788526, Electronica, 2.1, Romance, Alone
45256679, Yu Jose Barreto Sato, 3199635327, Procesos, 3.3, Misterio, Alone
13449296, Jose Brayan Davar Duarte, 3149496308, Sistemas, 4.0, Misterio, Lux
6106200, Kaladin Felipe Olarte Kholin, 3013404161, Veterinaria, 2.6, Misterio, Leal
46379721, Andres Richard Sato Olarte, 3061498789, Ambiental, 2.3, Romance, Mistborn
67354104, Alejandro Richard Silva Barreto, 3166098443, Ambiental, 3.8, Distopia, Caidos
30919613, Kaladin Jose Rodriguez Kholin, 3126595354, Veterinaria, 4.0, Fantasia, Alone
5547519, Kaladin Carlos Diaz Hernandez, 3035714949, Sistemas, 1.5, Drama, Mistborn
76690487, Diego Haider Suarez Polo, 3093584132, Mercadeo, 2.7, Romance, Cuatro
33495379, Brayan Richard Polo Pardo, 3083058527, Sistemas, 1.6, Distopia, Juramentada
20109850, Brayan Rodolfo Medina Barreto, 3165929903, Sistemas, 2.8, Misterio, Leal
49457688, Kaladin Carlos Duarte Medina, 3119333227, Biologia, 1.3, Misterio, Elantris
49899818, Rodolfo Diego Uribe Uribe, 3178578007, Procesos, 0.4, Misterio, Lux
59342732, Dalinar Adolin Pardo Alvarez, 3069023450, Biologia, 3.1, Distopia, Dark
26596888, Carlos Adolin Silva Pardo, 3026181147, Veterinaria, 4.1, Misterio, Divergente
15219198, Rodrigo Dalinar Uribe Beifong, 3054415770, Sistemas, 3.9, Fantasia, Lux
11097665, Rodrigo Brayan Diaz Pardo, 3093133155, Sistemas, 4.4, Drama, Elantris
11040357, Carlos Santiago Duque Hernandez, 3144665791, Biologia, 2.2, Romance, Dark
74505243, Felipe Johan Beifong Medina, 3184892950, Sistemas, 3.3, Distopia, Caidos
1806092, Alejandro Johan Uribe Polo, 3090464481, Economia, 0.0, Distopia, Divergente
17326987, Brayan Samuel Sato Beifong, 3043502232, Mercadeo, 1.0, Distopia, Lux
76462743, Haider Adonalsium Sato Rodriguez, 3154663250, Biologia, 0.4, Distopia, Mistborn
77910993, Rodolfo Dalinar Kholin Davar, 3005919991, Procesos, 0.1, Distopia, Dark
23018356, Diego Diego Polo Robayo, 3022942737, Sistemas, 3.4, Romance, Mistborn
76195053, Adolin Adolin Davar Barreto, 3040647584, Sistemas, 0.9, Drama, Leal
93612898, Dalinar Rodrigo Medina Kholin, 3152552423, Sistemas, 0.9, Drama, Elantris
78858173, Haider Rodolfo Robayo Silva, 3035143957, Electronica, 3.4, Fantasia, Juramentada
64626783, Diego Carlos Polo Diaz, 3121872983, Sistemas, 1.5, Misterio, Alone
57690643, Brayan Alejandro Hernandez Sato, 3057119235, Electronica, 4.3, Distopia, Cuatro
62955694, Santiago Kaladin Alvarez Olarte, 3079227046, Mercadeo, 4.3, Romance, Dark
29643432, Dalinar Rodrigo Kholin Olarte, 31067055, Pedagogia, 0.4, Drama, Divergente
46134909, Adolin Yu Diaz Olarte, 3077982232, Procesos, 0.6, Fantasia, Lux
86156499, Richard Felipe Robayo Suarez, 3162481192, Sistemas, 0.8, Misterio, Juramentada
14532328, Adolin Carlos Davar Duque, 3061229274, Veterinaria, 3.8, Misterio, Mistborn
31904197, Johan Haider Beifong Barreto, 3082141031, Ambiental, 2.9, Misterio, Divergente
60669132, Rodolfo Adolin Olarte Barreto, 3059148666, Ambiental, 3.7, Drama, Mistborn
82231022, Rodrigo Haider Alvarez Uribe, 3185199095, Procesos, 2.6, Misterio, Juramentada
49843403, Santiago Adonalsium Beifong Hernandez, 3144263596, Enfermeria, 1.7, Romance, Lux
77428356, Dalinar Brayan Medina Polo, 3067893866, Veterinaria, 2.6, Misterio, Dark
72987072, Felipe Andres Pardo Medina, 3050962129, Enfermeria, 2.5, Distopia, Lux
71558245, Rodrigo Johan Duarte Carvajal, 3189933605, Enfermeria, 3.0, Misterio, Divergente
16293092, Samuel Yu Beifong Medina, 3115407280, Ambiental, 4.9, Fantasia, Alone
6473118, Brayan Adonalsium Hernandez Uribe, 3111635977, Sistemas, 1.9, Fantasia, Mistborn
89143672, Kaladin Haider Pardo Robayo, 3121175285, Enfermeria, 4.4, Misterio, Dark
70476875, Haider Johan Barreto Barreto, 3026294401, Procesos, 2.0, Fantasia, Lux
4189386, Dalinar Alejandro Olarte Sato, 3034968266, Electronica, 3.5, Fantasia, Juramentada
50219614, Jose Johan Beifong Pardo, 3149238740, Economia, 1.8, Romance, Caidos
24462788, Felipe Brayan Robayo Barreto, 301207812, Ambiental, 1.6, Drama, Mistborn
10248825, Adonalsium Kaladin Silva Uribe, 301062657, Pedagogia, 0.8, Drama, Mistborn
63696446, Adolin Rodrigo Medina Davar, 3113064951, Sistemas, 3.9, Misterio, Alone
72702032, Richard Kaladin Sato Duarte, 3083964395, Electronica, 4.5, Fantasia, Divergente
17446082, Santiago Samuel Silva Polo, 3161442989, Sistemas, 0.2, Romance, Alone
94572570, Santiago Dalinar Suarez Rodriguez, 3032643918, Economia, 1.6, Distopia, Elantris
47314101, Adonalsium Samuel Rodriguez Sato, 3102331771, Economia, 4.8, Misterio, Elantris
86553003, Johan Rodolfo Olarte Sato, 3121442462, Pedagogia, 0.0, Distopia, Juramentada
69042118, Rodolfo Adonalsium Duarte Hernandez, 3021413286, Electronica, 1.8, Drama, Elantris
42759740, Rodrigo Rodolfo Barreto Duarte, 3078936039, Biologia, 1.4, Drama, Elantris
54217471, Carlos Haider Alvarez Carvajal, 3080645778, Biologia, 3.5, Distopia, Elantris
52273224, Jose Johan Beifong Silva, 3080478934, Economia, 2.1, Romance, Elantris
58941273, Yu Diego Suarez Uribe, 3076955006, Veterinaria, 0.9, Romance, Elantris
79298969, Rodrigo Haider Pardo Medina, 3023686475, Veterinaria, 3.4, Distopia, Elantris
91407851, Rodrigo Santiago Barreto Suarez, 3137832529, Procesos, 0.4, Fantasia, Leal
55871184, Carlos Diego Carvajal Beifong, 3044415690, Veterinaria, 4.7, Misterio, Dark
17559933, Richard Kaladin Medina Robayo, 3001599529, Electronica, 3.7, Drama, Divergente
78867570, Adonalsium Alejandro Kholin Rodriguez, 3184736527, Biologia, 0.2, Fantasia, Caidos
25128221, Alejandro Rodrigo Olarte Alvarez, 3114285479, Electronica, 2.6, Romance, Alone
8672637, Johan Adolin Silva Alvarez, 3053624737, Electronica, 1.8, Drama, Alone
63477067, Brayan Brayan Barreto Duarte, 3064259444, Sistemas, 2.2, Drama, Dark
46613797, Kaladin Adolin Diaz Uribe, 3051978043, Veterinaria, 1.6, Drama, Lux
97320695, Felipe Rodrigo Duque Sato, 3185864433, Pedagogia, 2.1, Fantasia, Divergente
80511212, Rodolfo Andres Diaz Alvarez, 3157258138, Biologia, 1.5, Misterio, Juramentada
76443633, Richard Diego Silva Barreto, 3161152477, Mercadeo, 1.0, Distopia, Mistborn
33829317, Richard Richard Davar Beifong, 3118959091, Economia, 0.9, Drama, Divergente
33946032, Fernando Dalinar Sato Sato, 3038609759, Pedagogia, 2.1, Misterio, Lux
85502965, Jose Jose Beifong Beifong, 3055457157, Ambiental, 3.2, Distopia, Divergente
54166422, Kaladin Richard Sato Kholin, 3062051846, Economia, 2.5, Romance, Juramentada
57089718, Diego Brayan Medina Robayo, 3116604629, Sistemas, 1.7, Misterio, Caidos
18647602, Rodolfo Andres Medina Polo, 3052403507, Veterinaria, 3.5, Drama, Mistborn
59703547, Richard Adonalsium Duque Olarte, 3019909104, Pedagogia, 3.9, Distopia, Cuatro
69000016, Felipe Haider Duarte Diaz, 3158192562, Sistemas, 4.3, Drama, Caidos
20635882, Jose Diego Uribe Duarte, 3064394797, Ambiental, 4.8, Distopia, Dark
27912220, Adonalsium Dalinar Diaz Alvarez, 3191385363, Enfermeria, 3.0, Misterio, Juramentada
38563150, Fernando Richard Sato Rodriguez, 3083915047, Veterinaria, 3.6, Distopia, Elantris
7851230, Rodrigo Rodrigo Alvarez Diaz, 3096841684, Procesos, 1.8, Misterio, Alone
66883376, Santiago Jose Beifong Barreto, 3134345690, Biologia, 0.5, Misterio, Alone
6758558, Brayan Fernando Suarez Uribe, 3081359399, Sistemas, 2.4, Distopia, Elantris
35366686, Alejandro Santiago Silva Davar, 3081321817, Pedagogia, 2.2, Drama, Alone
22820417, Johan Richard Duarte Uribe, 3022684390, Pedagogia, 3.8, Fantasia, Leal
74391093, Felipe Rodolfo Beifong Robayo, 313871569, Biologia, 0.7, Drama, Mistborn
48254884, Brayan Carlos Davar Duque, 3116673425, Mercadeo, 2.2, Fantasia, Leal
42421677, Alejandro Brayan Sato Robayo, 300204394, Economia, 2.7, Drama, Mistborn
6281095, Haider Kaladin Uribe Alvarez, 3198321611, Mercadeo, 4.0, Romance, Cuatro
26587151, Adonalsium Adolin Polo Alvarez, 3180579812, Sistemas, 0.5, Distopia, Elantris
62530266, Brayan Johan Hernandez Duque, 3055424685, Pedagogia, 1.2, Distopia, Cuatro
30408849, Santiago Felipe Rodriguez Medina, 3006642866, Mercadeo, 5.0, Fantasia, Elantris
39286887, Adolin Adolin Diaz Barreto, 3140315592, Economia, 2.4, Misterio, Lux
38309769, Jose Jose Polo Medina, 304476184, Pedagogia, 4.7, Misterio, Alone
75325549, Samuel Andres Uribe Sato, 3155079085, Biologia, 1.6, Drama, Leal
99510309, Adonalsium Diego Duarte Duque, 3097654394, Pedagogia, 0.0, Distopia, Juramentada
46694574, Richard Adonalsium Polo Alvarez, 3049297252, Procesos, 4.1, Distopia, Mistborn
81179456, Felipe Brayan Rodriguez Medina, 3027902461, Enfermeria, 0.2, Romance, Caidos
16251516, Fernando Andres Kholin Robayo, 3186261562, Economia, 1.9, Distopia, Mistborn
6610391, Johan Yu Sato Alvarez, 3080395181, Economia, 1.3, Romance, Lux
93752709, Johan Yu Beifong Suarez, 3120018967, Veterinaria, 0.8, Romance, Elantris
65178377, Carlos Rodrigo Pardo Robayo, 3126789712, Procesos, 3.9, Romance, Dark
92486875, Carlos Rodrigo Duque Duarte, 3117276345, Ambiental, 0.1, Misterio, Caidos
76693071, Dalinar Santiago Kholin Uribe, 3057232012, Procesos, 4.5, Drama, Dark
6190357, Adonalsium Rodrigo Diaz Polo, 3180656607, Biologia, 2.8, Fantasia, Alone
685202, Yu Samuel Davar Suarez, 315008743, Mercadeo, 2.9, Drama, Alone
34559831, Kaladin Kaladin Suarez Sato, 3012917006, Procesos, 0.1, Misterio, Cuatro
7937937, Felipe Dalinar Diaz Alvarez, 318121118, Mercadeo, 0.4, Fantasia, Cuatro
60662415, Carlos Andres Robayo Davar, 3153034931, Sistemas, 2.5, Distopia, Juramentada
2232366, Dalinar Alejandro Uribe Duque, 3065254131, Pedagogia, 4.9, Drama, Elantris
8569174, Rodrigo Johan Pardo Barreto, 3165225788, Enfermeria, 3.0, Fantasia, Juramentada
60662359, Adolin Dalinar Uribe Pardo, 3185293842, Enfermeria, 1.6, Fantasia, Divergente
69595498, Diego Carlos Davar Rodriguez, 307853381, Biologia, 3.8, Romance, Elantris
53972897, Samuel Carlos Rodriguez Uribe, 3187673803, Enfermeria, 0.1, Misterio, Caidos
61076220, Adonalsium Fernando Davar Beifong, 3047604245, Economia, 0.1, Misterio, Juramentada
29040223, Diego Carlos Beifong Barreto, 3108498688, Electronica, 0.2, Romance, Lux
45631376, Adolin Alejandro Duarte Medina, 3057568371, Procesos, 2.5, Romance, Mistborn
92554928, Yu Carlos Alvarez Rodriguez, 304511780, Ambiental, 0.9, Distopia, Mistborn
61931405, Fernando Adolin Sato Robayo, 3011643375, Electronica, 4.9, Misterio, Mistborn
48093516, Brayan Rodrigo Duarte Olarte, 3132701031, Procesos, 1.0, Romance, Elantris
33563328, Richard Adonalsium Suarez Medina, 3066526064, Enfermeria, 5.0, Misterio, Cuatro
4997670, Andres Fernando Pardo Suarez, 3194039215, Mercadeo, 4.7, Misterio, Cuatro
47028347, Adolin Adonalsium Duarte Uribe, 3120304384, Electronica, 3.6, Distopia, Juramentada
25937722, Alejandro Andres Silva Suarez, 3179959299, Ambiental, 0.5, Distopia, Lux
50892390, Alejandro Santiago Kholin Carvajal, 3190775082, Mercadeo, 2.5, Distopia, Juramentada
30905914, Brayan Rodrigo Davar Kholin, 3140395383, Sistemas, 3.2, Romance, Caidos
30065566, Felipe Andres Kholin Beifong, 314490222, Biologia, 4.8, Fantasia, Leal
21955960, Adolin Jose Rodriguez Robayo, 3127686806, Pedagogia, 3.2, Romance, Lux
88971606, Samuel Samuel Diaz Beifong, 31983523, Pedagogia, 3.5, Fantasia, Juramentada
22954091, Richard Richard Silva Hernandez, 3084307476, Economia, 4.4, Drama, Alone
31969829, Carlos Rodolfo Rodriguez Uribe, 3086543384, Veterinaria, 1.4, Misterio, Caidos
78555481, Yu Fernando Duarte Medina, 3010592141, Procesos, 0.5, Misterio, Alone
35707152, Yu Adonalsium Barreto Suarez, 3099505888, Mercadeo, 0.2, Distopia, Leal
